artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
api-post-api-collaboration-messages-messageid-reactions,POST /api/collaboration/messages/:messageId/reactions,api-endpoint,CollaborationHubController,/api/collaboration/messages/:messageId/reactions,backend/CollaborationHubController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,CollaborationHubController exposes POST /api/collaboration/messages/:messageId/reactions.,CollaborationHubController,api|POST|CollaborationHubController,api-post-api-collaboration-messages-messageid-reactions post api collaboration messages messageid reactions api-endpoint collaborationhubcontroller api collaboration messages messageid reactions unknown unknown backend unknown unknown high collaborationhubcontroller exposes post api collaboration messages messageid reactions collaborationhubcontroller api post collaborationhubcontroller,active
api-post-api-compliance-consent,POST /api/compliance/consent,api-endpoint,ComplianceController,/api/compliance/consent,backend/ComplianceController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,ComplianceController exposes POST /api/compliance/consent.,ComplianceController,api|POST|ComplianceController,api-post-api-compliance-consent post api compliance consent api-endpoint compliancecontroller api compliance consent unknown unknown backend unknown unknown high compliancecontroller exposes post api compliance consent compliancecontroller api post compliancecontroller,active
api-post-api-compliance-export,POST /api/compliance/export,api-endpoint,ComplianceController,/api/compliance/export,backend/ComplianceController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,ComplianceController exposes POST /api/compliance/export.,ComplianceController,api|POST|ComplianceController,api-post-api-compliance-export post api compliance export api-endpoint compliancecontroller api compliance export unknown unknown backend unknown unknown high compliancecontroller exposes post api compliance export compliancecontroller api post compliancecontroller,active
api-post-api-consent-patientid,POST /api/consent/:patientId,api-endpoint,PlatformSystemsController,/api/consent/:patientId,backend/PlatformSystemsController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,PlatformSystemsController exposes POST /api/consent/:patientId.,PlatformSystemsController,api|POST|PlatformSystemsController,api-post-api-consent-patientid post api consent patientid api-endpoint platformsystemscontroller api consent patientid unknown unknown backend unknown unknown high platformsystemscontroller exposes post api consent patientid platformsystemscontroller api post platformsystemscontroller,active
api-post-api-consent-patientid-revoke,POST /api/consent/:patientId/revoke,api-endpoint,PlatformSystemsController,/api/consent/:patientId/revoke,backend/PlatformSystemsController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,PlatformSystemsController exposes POST /api/consent/:patientId/revoke.,PlatformSystemsController,api|POST|PlatformSystemsController,api-post-api-consent-patientid-revoke post api consent patientid revoke api-endpoint platformsystemscontroller api consent patientid revoke unknown unknown backend unknown unknown high platformsystemscontroller exposes post api consent patientid revoke platformsystemscontroller api post platformsystemscontroller,active
api-post-api-cost-optimizer-route,POST /api/cost-optimizer/route,api-endpoint,CostOptimizerController,/api/cost-optimizer/route,backend/CostOptimizerController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,CostOptimizerController exposes POST /api/cost-optimizer/route.,CostOptimizerController,api|POST|CostOptimizerController,api-post-api-cost-optimizer-route post api cost-optimizer route api-endpoint costoptimizercontroller api cost-optimizer route unknown unknown backend unknown unknown high costoptimizercontroller exposes post api cost-optimizer route costoptimizercontroller api post costoptimizercontroller,active
api-post-api-crashes,POST /api/crashes,api-endpoint,AnalyticsController,/api/crashes,backend/AnalyticsController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,AnalyticsController exposes POST /api/crashes.,AnalyticsController,api|POST|AnalyticsController,api-post-api-crashes post api crashes api-endpoint analyticscontroller api crashes unknown unknown backend unknown unknown high analyticscontroller exposes post api crashes analyticscontroller api post analyticscontroller,active
api-post-api-documentation-dictation-transcribe,POST /api/documentation/dictation/transcribe,api-endpoint,PlatformSystemsController,/api/documentation/dictation/transcribe,backend/PlatformSystemsController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,PlatformSystemsController exposes POST /api/documentation/dictation/transcribe.,PlatformSystemsController,api|POST|PlatformSystemsController,api-post-api-documentation-dictation-transcribe post api documentation dictation transcribe api-endpoint platformsystemscontroller api documentation dictation transcribe unknown unknown backend unknown unknown high platformsystemscontroller exposes post api documentation dictation transcribe platformsystemscontroller api post platformsystemscontroller,active
api-post-api-documentation-discharge-summary-draft,POST /api/documentation/discharge-summary/draft,api-endpoint,PlatformSystemsController,/api/documentation/discharge-summary/draft,backend/PlatformSystemsController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,PlatformSystemsController exposes POST /api/documentation/discharge-summary/draft.,PlatformSystemsController,api|POST|PlatformSystemsController,api-post-api-documentation-discharge-summary-draft post api documentation discharge-summary draft api-endpoint platformsystemscontroller api documentation discharge-summary draft unknown unknown backend unknown unknown high platformsystemscontroller exposes post api documentation discharge-summary draft platformsystemscontroller api post platformsystemscontroller,active
api-post-api-documentation-documentid-approve,POST /api/documentation/:documentId/approve,api-endpoint,PlatformSystemsController,/api/documentation/:documentId/approve,backend/PlatformSystemsController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,PlatformSystemsController exposes POST /api/documentation/:documentId/approve.,PlatformSystemsController,api|POST|PlatformSystemsController,api-post-api-documentation-documentid-approve post api documentation documentid approve api-endpoint platformsystemscontroller api documentation documentid approve unknown unknown backend unknown unknown high platformsystemscontroller exposes post api documentation documentid approve platformsystemscontroller api post platformsystemscontroller,active
api-post-api-documentation-documentid-export,POST /api/documentation/:documentId/export,api-endpoint,PlatformSystemsController,/api/documentation/:documentId/export,backend/PlatformSystemsController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,PlatformSystemsController exposes POST /api/documentation/:documentId/export.,PlatformSystemsController,api|POST|PlatformSystemsController,api-post-api-documentation-documentid-export post api documentation documentid export api-endpoint platformsystemscontroller api documentation documentid export unknown unknown backend unknown unknown high platformsystemscontroller exposes post api documentation documentid export platformsystemscontroller api post platformsystemscontroller,active
api-post-api-documentation-prior-auth-draft,POST /api/documentation/prior-auth/draft,api-endpoint,PlatformSystemsController,/api/documentation/prior-auth/draft,backend/PlatformSystemsController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,PlatformSystemsController exposes POST /api/documentation/prior-auth/draft.,PlatformSystemsController,api|POST|PlatformSystemsController,api-post-api-documentation-prior-auth-draft post api documentation prior-auth draft api-endpoint platformsystemscontroller api documentation prior-auth draft unknown unknown backend unknown unknown high platformsystemscontroller exposes post api documentation prior-auth draft platformsystemscontroller api post platformsystemscontroller,active
api-post-api-documentation-referral-draft,POST /api/documentation/referral/draft,api-endpoint,PlatformSystemsController,/api/documentation/referral/draft,backend/PlatformSystemsController,api-inventory,backend-controller,live-or-local,unknown,unknown,backend,unknown,unknown,high,PlatformSystemsController exposes POST /api/documentation/referral/draft.,PlatformSystemsController,api|POST|PlatformSystemsController,api-post-api-documentation-referral-draft post api documentation referral draft api-endpoint platformsystemscontroller api documentation referral draft unknown unknown backend unknown unknown high platformsystemscontroller exposes post api documentation referral draft platformsystemscontroller api post platformsystemscontroller,active
