artifactId,normalizedText,tags,typeEncoding,roleEncoding,workspaceEncoding,packEncoding,dependencyCount,riskScore,readinessScore
api-delete-api-collaboration-channels-channelid-external-links-provider,api-delete-api-collaboration-channels-channelid-external-links-provider delete api collaboration channels channelid external-links provider api-endpoint collaborationhubcontroller api collaboration channels channelid external-links provider unknown unknown backend unknown unknown high collaborationhubcontroller exposes delete api collaboration channels channelid external-links provider collaborationhubcontroller api delete collaborationhubcontroller,api|DELETE|CollaborationHubController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-collaboration-messages-messageid,api-delete-api-collaboration-messages-messageid delete api collaboration messages messageid api-endpoint collaborationhubcontroller api collaboration messages messageid unknown unknown backend unknown unknown high collaborationhubcontroller exposes delete api collaboration messages messageid collaborationhubcontroller api delete collaborationhubcontroller,api|DELETE|CollaborationHubController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-collaboration-messages-messageid-pin,api-delete-api-collaboration-messages-messageid-pin delete api collaboration messages messageid pin api-endpoint collaborationhubcontroller api collaboration messages messageid pin unknown unknown backend unknown unknown high collaborationhubcontroller exposes delete api collaboration messages messageid pin collaborationhubcontroller api delete collaborationhubcontroller,api|DELETE|CollaborationHubController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-collaboration-messages-messageid-reactions-emoji,api-delete-api-collaboration-messages-messageid-reactions-emoji delete api collaboration messages messageid reactions emoji api-endpoint collaborationhubcontroller api collaboration messages messageid reactions emoji unknown unknown backend unknown unknown high collaborationhubcontroller exposes delete api collaboration messages messageid reactions emoji collaborationhubcontroller api delete collaborationhubcontroller,api|DELETE|CollaborationHubController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-compliance-delete-account,api-delete-api-compliance-delete-account delete api compliance delete-account api-endpoint compliancecontroller api compliance delete-account unknown unknown backend unknown unknown high compliancecontroller exposes delete api compliance delete-account compliancecontroller api delete compliancecontroller,api|DELETE|ComplianceController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-drugs-id,api-delete-api-drugs-id delete api drugs id api-endpoint drugcontroller api drugs id unknown unknown backend unknown unknown high drugcontroller exposes delete api drugs id drugcontroller api delete drugcontroller,api|DELETE|DrugController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-notifications-devices-token,api-delete-api-notifications-devices-token delete api notifications devices token api-endpoint notificationcontroller api notifications devices token unknown unknown backend unknown unknown high notificationcontroller exposes delete api notifications devices token notificationcontroller api delete notificationcontroller,api|DELETE|NotificationController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-notifications-id,api-delete-api-notifications-id delete api notifications id api-endpoint notificationcontroller api notifications id unknown unknown backend unknown unknown high notificationcontroller exposes delete api notifications id notificationcontroller api delete notificationcontroller,api|DELETE|NotificationController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-personalization-me-saved-prompts-promptid,api-delete-api-personalization-me-saved-prompts-promptid delete api personalization me saved-prompts promptid api-endpoint personalizationcontroller api personalization me saved-prompts promptid unknown unknown backend unknown unknown high personalizationcontroller exposes delete api personalization me saved-prompts promptid personalizationcontroller api delete personalizationcontroller,api|DELETE|PersonalizationController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-protocols-id,api-delete-api-protocols-id delete api protocols id api-endpoint protocolcontroller api protocols id unknown unknown backend unknown unknown high protocolcontroller exposes delete api protocols id protocolcontroller api delete protocolcontroller,api|DELETE|ProtocolController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-delete-api-two-factor-disable,api-delete-api-two-factor-disable delete api two-factor disable api-endpoint twofactorcontroller api two-factor disable unknown unknown backend unknown unknown high twofactorcontroller exposes delete api two-factor disable twofactorcontroller api delete twofactorcontroller,api|DELETE|TwoFactorController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.8,0.7
api-get-api-activity-me,api-get-api-activity-me get api activity me api-endpoint useractivitycontroller api activity me unknown unknown backend unknown unknown medium useractivitycontroller exposes get api activity me useractivitycontroller api get useractivitycontroller,api|GET|UserActivityController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-activity-me-summary,api-get-api-activity-me-summary get api activity me summary api-endpoint useractivitycontroller api activity me summary unknown unknown backend unknown unknown medium useractivitycontroller exposes get api activity me summary useractivitycontroller api get useractivitycontroller,api|GET|UserActivityController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-activity-workspaces-workspaceid,api-get-api-activity-workspaces-workspaceid get api activity workspaces workspaceid api-endpoint useractivitycontroller api activity workspaces workspaceid unknown unknown backend unknown unknown medium useractivitycontroller exposes get api activity workspaces workspaceid useractivitycontroller api get useractivitycontroller,api|GET|UserActivityController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-agents,api-get-api-agents get api agents api-endpoint productcatalogcontroller api agents unknown unknown backend unknown unknown medium productcatalogcontroller exposes get api agents productcatalogcontroller api get productcatalogcontroller,api|GET|ProductCatalogController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-ai-governance-summary,api-get-api-ai-governance-summary get api ai-governance summary api-endpoint governancecontroller api ai-governance summary unknown unknown backend unknown unknown medium governancecontroller exposes get api ai-governance summary governancecontroller api get governancecontroller,api|GET|GovernanceController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-ai-organizations-organizationid-usage,api-get-api-ai-organizations-organizationid-usage get api ai organizations organizationid usage api-endpoint aicontroller api ai organizations organizationid usage unknown unknown backend unknown unknown medium aicontroller exposes get api ai organizations organizationid usage aicontroller api get aicontroller,api|GET|AIController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-ai-remaining-queries,api-get-api-ai-remaining-queries get api ai remaining-queries api-endpoint aicontroller api ai remaining-queries unknown unknown backend unknown unknown medium aicontroller exposes get api ai remaining-queries aicontroller api get aicontroller,api|GET|AiController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-ai-usage,api-get-api-ai-usage get api ai usage api-endpoint aicontroller api ai usage unknown unknown backend unknown unknown medium aicontroller exposes get api ai usage aicontroller api get aicontroller,api|GET|AiController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-alerts-devices,api-get-api-alerts-devices get api alerts devices api-endpoint telemetrycontroller api alerts devices unknown unknown backend unknown unknown medium telemetrycontroller exposes get api alerts devices telemetrycontroller api get telemetrycontroller,api|GET|TelemetryController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-analytics-metrics,api-get-api-analytics-metrics get api analytics metrics api-endpoint analyticscontroller api analytics metrics unknown unknown backend unknown unknown medium analyticscontroller exposes get api analytics metrics analyticscontroller api get analyticscontroller,api|GET|AnalyticsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
api-get-api-artifacts,api-get-api-artifacts get api artifacts api-endpoint artifactscontroller api artifacts unknown unknown backend unknown unknown medium artifactscontroller exposes get api artifacts artifactscontroller api get artifactscontroller,api|GET|ArtifactsController,type:api-endpoint,role:unknown,workspace:backend,pack:unknown,1,0.5,0.7
