inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
/api/artifacts,api-get-api-artifacts,ArtifactsController,backend,unknown,unknown,route,0.9
api|GET|ArtifactsController,api-get-api-artifacts,ArtifactsController,backend,unknown,unknown,tags,0.78
GET /api/artifacts/graph,api-get-api-artifacts-graph,ArtifactsController,backend,unknown,unknown,name,0.92
/api/artifacts/graph,api-get-api-artifacts-graph,ArtifactsController,backend,unknown,unknown,route,0.9
api|GET|ArtifactsController,api-get-api-artifacts-graph,ArtifactsController,backend,unknown,unknown,tags,0.78
GET /api/artifacts/:id,api-get-api-artifacts-id,ArtifactsController,backend,unknown,unknown,name,0.92
/api/artifacts/:id,api-get-api-artifacts-id,ArtifactsController,backend,unknown,unknown,route,0.9
api|GET|ArtifactsController,api-get-api-artifacts-id,ArtifactsController,backend,unknown,unknown,tags,0.78
GET /api/artifacts/:id/versions,api-get-api-artifacts-id-versions,ArtifactsController,backend,unknown,unknown,name,0.92
/api/artifacts/:id/versions,api-get-api-artifacts-id-versions,ArtifactsController,backend,unknown,unknown,route,0.9
api|GET|ArtifactsController,api-get-api-artifacts-id-versions,ArtifactsController,backend,unknown,unknown,tags,0.78
GET /api/asset-packs,api-get-api-asset-packs,ProductCatalogController,backend,unknown,unknown,name,0.92
/api/asset-packs,api-get-api-asset-packs,ProductCatalogController,backend,unknown,unknown,route,0.9
api|GET|ProductCatalogController,api-get-api-asset-packs,ProductCatalogController,backend,unknown,unknown,tags,0.78
GET /api/audit/events,api-get-api-audit-events,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/audit/events,api-get-api-audit-events,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|GET|PlatformSystemsController,api-get-api-audit-events,PlatformSystemsController,backend,unknown,unknown,tags,0.78
GET /api/audit/events/:eventId,api-get-api-audit-events-eventid,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/audit/events/:eventId,api-get-api-audit-events-eventid,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|GET|PlatformSystemsController,api-get-api-audit-events-eventid,PlatformSystemsController,backend,unknown,unknown,tags,0.78
GET /api/audit/integrity/status,api-get-api-audit-integrity-status,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/audit/integrity/status,api-get-api-audit-integrity-status,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|GET|PlatformSystemsController,api-get-api-audit-integrity-status,PlatformSystemsController,backend,unknown,unknown,tags,0.78
GET /api/audit/logs,api-get-api-audit-logs,AuditController,backend,unknown,unknown,name,0.92
/api/audit/logs,api-get-api-audit-logs,AuditController,backend,unknown,unknown,route,0.9
api|GET|AuditController,api-get-api-audit-logs,AuditController,backend,unknown,unknown,tags,0.78
GET /api/audit/my-logs,api-get-api-audit-my-logs,AuditController,backend,unknown,unknown,name,0.92
/api/audit/my-logs,api-get-api-audit-my-logs,AuditController,backend,unknown,unknown,route,0.9
api|GET|AuditController,api-get-api-audit-my-logs,AuditController,backend,unknown,unknown,tags,0.78
GET /api/audit/patients/:patientId/access,api-get-api-audit-patients-patientid-access,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/audit/patients/:patientId/access,api-get-api-audit-patients-patientid-access,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|GET|PlatformSystemsController,api-get-api-audit-patients-patientid-access,PlatformSystemsController,backend,unknown,unknown,tags,0.78
GET /api/audit/phi-access,api-get-api-audit-phi-access,AuditController,backend,unknown,unknown,name,0.92
/api/audit/phi-access,api-get-api-audit-phi-access,AuditController,backend,unknown,unknown,route,0.9
api|GET|AuditController,api-get-api-audit-phi-access,AuditController,backend,unknown,unknown,tags,0.78
GET /api/audit/runs/:runId,api-get-api-audit-runs-runid,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/audit/runs/:runId,api-get-api-audit-runs-runid,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|GET|PlatformSystemsController,api-get-api-audit-runs-runid,PlatformSystemsController,backend,unknown,unknown,tags,0.78
GET /api/audit/statistics,api-get-api-audit-statistics,AuditController,backend,unknown,unknown,name,0.92
/api/audit/statistics,api-get-api-audit-statistics,AuditController,backend,unknown,unknown,route,0.9
api|GET|AuditController,api-get-api-audit-statistics,AuditController,backend,unknown,unknown,tags,0.78
GET /api/audit/verify-integrity,api-get-api-audit-verify-integrity,AuditController,backend,unknown,unknown,name,0.92
/api/audit/verify-integrity,api-get-api-audit-verify-integrity,AuditController,backend,unknown,unknown,route,0.9
api|GET|AuditController,api-get-api-audit-verify-integrity,AuditController,backend,unknown,unknown,tags,0.78
GET /api/auth/biometric/available,api-get-api-auth-biometric-available,BiometricController,backend,unknown,unknown,name,0.92
/api/auth/biometric/available,api-get-api-auth-biometric-available,BiometricController,backend,unknown,unknown,route,0.9
api|GET|BiometricController,api-get-api-auth-biometric-available,BiometricController,backend,unknown,unknown,tags,0.78
GET /api/auth/biometric/config,api-get-api-auth-biometric-config,BiometricController,backend,unknown,unknown,name,0.92
/api/auth/biometric/config,api-get-api-auth-biometric-config,BiometricController,backend,unknown,unknown,route,0.9
api|GET|BiometricController,api-get-api-auth-biometric-config,BiometricController,backend,unknown,unknown,tags,0.78
GET /api/auth/biometric/stats,api-get-api-auth-biometric-stats,BiometricController,backend,unknown,unknown,name,0.92
/api/auth/biometric/stats,api-get-api-auth-biometric-stats,BiometricController,backend,unknown,unknown,route,0.9
api|GET|BiometricController,api-get-api-auth-biometric-stats,BiometricController,backend,unknown,unknown,tags,0.78
GET /api/auth/google,api-get-api-auth-google,AuthController,backend,unknown,unknown,name,0.92
/api/auth/google,api-get-api-auth-google,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-google,AuthController,backend,unknown,unknown,tags,0.78
GET /api/auth/google/callback,api-get-api-auth-google-callback,AuthController,backend,unknown,unknown,name,0.92
/api/auth/google/callback,api-get-api-auth-google-callback,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-google-callback,AuthController,backend,unknown,unknown,tags,0.78
GET /api/auth/identity-providers,api-get-api-auth-identity-providers,AuthController,backend,unknown,unknown,name,0.92
/api/auth/identity-providers,api-get-api-auth-identity-providers,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-identity-providers,AuthController,backend,unknown,unknown,tags,0.78
GET /api/auth/linkedin,api-get-api-auth-linkedin,AuthController,backend,unknown,unknown,name,0.92
/api/auth/linkedin,api-get-api-auth-linkedin,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-linkedin,AuthController,backend,unknown,unknown,tags,0.78
GET /api/auth/linkedin/callback,api-get-api-auth-linkedin-callback,AuthController,backend,unknown,unknown,name,0.92
/api/auth/linkedin/callback,api-get-api-auth-linkedin-callback,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-linkedin-callback,AuthController,backend,unknown,unknown,tags,0.78
GET /api/auth/magic-link/verify,api-get-api-auth-magic-link-verify,AuthController,backend,unknown,unknown,name,0.92
/api/auth/magic-link/verify,api-get-api-auth-magic-link-verify,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-magic-link-verify,AuthController,backend,unknown,unknown,tags,0.78
GET /api/auth/me,api-get-api-auth-me,AuthController,backend,unknown,unknown,name,0.92
/api/auth/me,api-get-api-auth-me,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-me,AuthController,backend,unknown,unknown,tags,0.78
GET /api/auth/oidc,api-get-api-auth-oidc,AuthController,backend,unknown,unknown,name,0.92
/api/auth/oidc,api-get-api-auth-oidc,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-oidc,AuthController,backend,unknown,unknown,tags,0.78
GET /api/auth/saml,api-get-api-auth-saml,AuthController,backend,unknown,unknown,name,0.92
/api/auth/saml,api-get-api-auth-saml,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-saml,AuthController,backend,unknown,unknown,tags,0.78
GET /api/auth/verify-email,api-get-api-auth-verify-email,AuthController,backend,unknown,unknown,name,0.92
/api/auth/verify-email,api-get-api-auth-verify-email,AuthController,backend,unknown,unknown,route,0.9
api|GET|AuthController,api-get-api-auth-verify-email,AuthController,backend,unknown,unknown,tags,0.78
GET /api/automation-audit,api-get-api-automation-audit,AutomationAuditController,backend,unknown,unknown,name,0.92
/api/automation-audit,api-get-api-automation-audit,AutomationAuditController,backend,unknown,unknown,route,0.9
api|GET|AutomationAuditController,api-get-api-automation-audit,AutomationAuditController,backend,unknown,unknown,tags,0.78
GET /api/care-pathways,api-get-api-care-pathways,ProductCatalogController,backend,unknown,unknown,name,0.92
/api/care-pathways,api-get-api-care-pathways,ProductCatalogController,backend,unknown,unknown,route,0.9
api|GET|ProductCatalogController,api-get-api-care-pathways,ProductCatalogController,backend,unknown,unknown,tags,0.78
GET /api/care-pathways/:slug,api-get-api-care-pathways-slug,ProductCatalogController,backend,unknown,unknown,name,0.92
/api/care-pathways/:slug,api-get-api-care-pathways-slug,ProductCatalogController,backend,unknown,unknown,route,0.9
api|GET|ProductCatalogController,api-get-api-care-pathways-slug,ProductCatalogController,backend,unknown,unknown,tags,0.78
GET /api/clinical/alerts,api-get-api-clinical-alerts,ClinicalAlertsController,backend,unknown,unknown,name,0.92
/api/clinical/alerts,api-get-api-clinical-alerts,ClinicalAlertsController,backend,unknown,unknown,route,0.9
api|GET|ClinicalAlertsController,api-get-api-clinical-alerts,ClinicalAlertsController,backend,unknown,unknown,tags,0.78
GET /api/clinical-intelligence/ai-explainability/trace,api-get-api-clinical-intelligence-ai-explainability-trace,ClinicalIntelligenceController,backend,unknown,unknown,name,0.92
/api/clinical-intelligence/ai-explainability/trace,api-get-api-clinical-intelligence-ai-explainability-trace,ClinicalIntelligenceController,backend,unknown,unknown,route,0.9
api|GET|ClinicalIntelligenceController,api-get-api-clinical-intelligence-ai-explainability-trace,ClinicalIntelligenceController,backend,unknown,unknown,tags,0.78
GET /api/clinical-intelligence/clinical-audit/execution-logs,api-get-api-clinical-intelligence-clinical-audit-execution-logs,ClinicalIntelligenceController,backend,unknown,unknown,name,0.92
/api/clinical-intelligence/clinical-audit/execution-logs,api-get-api-clinical-intelligence-clinical-audit-execution-logs,ClinicalIntelligenceController,backend,unknown,unknown,route,0.9
api|GET|ClinicalIntelligenceController,api-get-api-clinical-intelligence-clinical-audit-execution-logs,ClinicalIntelligenceController,backend,unknown,unknown,tags,0.78
GET /api/collaboration/analytics/summary,api-get-api-collaboration-analytics-summary,CollaborationHubController,backend,unknown,unknown,name,0.92
/api/collaboration/analytics/summary,api-get-api-collaboration-analytics-summary,CollaborationHubController,backend,unknown,unknown,route,0.9
api|GET|CollaborationHubController,api-get-api-collaboration-analytics-summary,CollaborationHubController,backend,unknown,unknown,tags,0.78
GET /api/collaboration/channels,api-get-api-collaboration-channels,CollaborationHubController,backend,unknown,unknown,name,0.92
/api/collaboration/channels,api-get-api-collaboration-channels,CollaborationHubController,backend,unknown,unknown,route,0.9
api|GET|CollaborationHubController,api-get-api-collaboration-channels,CollaborationHubController,backend,unknown,unknown,tags,0.78
GET /api/collaboration/channels/:channelId/messages,api-get-api-collaboration-channels-channelid-messages,CollaborationHubController,backend,unknown,unknown,name,0.92
/api/collaboration/channels/:channelId/messages,api-get-api-collaboration-channels-channelid-messages,CollaborationHubController,backend,unknown,unknown,route,0.9
